rank,file,path,ok,returncode,dg_kcal_mol,kd_M,intermolecular_contacts,charged_charged_contacts,charged_polar_contacts,charged_apolar_contacts,polar_polar_contacts,apolar_polar_contacts,apolar_apolar_contacts,stdout,stderr
182,NB_FP_0288.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0288.pdb,True,0,-8.7,4.5e-07,54,2.0,7.0,10.0,2.0,12.0,21.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0288_model0
[+] No. of intermolecular contacts: 54
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 10.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 12.0
[+] No. of apolar-apolar contacts: 21.0
[+] Percentage of apolar NIS residues: 44.19
[+] Percentage of charged NIS residues: 18.45
[++] Predicted binding affinity (kcal.mol-1):     -8.7
[++] Predicted dissociation constant (M) at 25.0˚C:  4.5e-07
",
183,NB_FP_0138.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0138.pdb,True,0,-8.7,4.3e-07,46,2.0,7.0,11.0,2.0,11.0,13.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0138_model0
[+] No. of intermolecular contacts: 46
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 11.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 11.0
[+] No. of apolar-apolar contacts: 13.0
[+] Percentage of apolar NIS residues: 42.69
[+] Percentage of charged NIS residues: 19.41
[++] Predicted binding affinity (kcal.mol-1):     -8.7
[++] Predicted dissociation constant (M) at 25.0˚C:  4.3e-07
",
184,NB_FP_0028.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0028.pdb,True,0,-8.7,4.2e-07,54,1.0,4.0,4.0,8.0,20.0,17.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0028_model0
[+] No. of intermolecular contacts: 54
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 4.0
[+] No. of charged-apolar contacts: 4.0
[+] No. of polar-polar contacts: 8.0
[+] No. of apolar-polar contacts: 20.0
[+] No. of apolar-apolar contacts: 17.0
[+] Percentage of apolar NIS residues: 43.52
[+] Percentage of charged NIS residues: 18.75
[++] Predicted binding affinity (kcal.mol-1):     -8.7
[++] Predicted dissociation constant (M) at 25.0˚C:  4.2e-07
",
185,NB_FP_0032.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0032.pdb,True,0,-8.7,4.3e-07,50,0.0,3.0,4.0,7.0,20.0,16.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0032_model0
[+] No. of intermolecular contacts: 50
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 3.0
[+] No. of charged-apolar contacts: 4.0
[+] No. of polar-polar contacts: 7.0
[+] No. of apolar-polar contacts: 20.0
[+] No. of apolar-apolar contacts: 16.0
[+] Percentage of apolar NIS residues: 44.44
[+] Percentage of charged NIS residues: 18.29
[++] Predicted binding affinity (kcal.mol-1):     -8.7
[++] Predicted dissociation constant (M) at 25.0˚C:  4.3e-07
",
186,NB_FP_0197.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0197.pdb,True,0,-8.7,3.9e-07,55,3.0,7.0,18.0,0.0,6.0,21.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0197_model0
[+] No. of intermolecular contacts: 55
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 18.0
[+] No. of polar-polar contacts: 0.0
[+] No. of apolar-polar contacts: 6.0
[+] No. of apolar-apolar contacts: 21.0
[+] Percentage of apolar NIS residues: 43.08
[+] Percentage of charged NIS residues: 18.82
[++] Predicted binding affinity (kcal.mol-1):     -8.7
[++] Predicted dissociation constant (M) at 25.0˚C:  3.9e-07
",
187,NB_FP_0192.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0192.pdb,True,0,-8.7,4.5e-07,47,4.0,3.0,9.0,1.0,11.0,19.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0192_model0
[+] No. of intermolecular contacts: 47
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 3.0
[+] No. of charged-apolar contacts: 9.0
[+] No. of polar-polar contacts: 1.0
[+] No. of apolar-polar contacts: 11.0
[+] No. of apolar-apolar contacts: 19.0
[+] Percentage of apolar NIS residues: 43.94
[+] Percentage of charged NIS residues: 19.22
[++] Predicted binding affinity (kcal.mol-1):     -8.7
[++] Predicted dissociation constant (M) at 25.0˚C:  4.5e-07
",
188,NB_FP_0010.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0010.pdb,True,0,-8.7,4.1e-07,46,1.0,5.0,7.0,3.0,15.0,15.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0010_model0
[+] No. of intermolecular contacts: 46
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 5.0
[+] No. of charged-apolar contacts: 7.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 15.0
[+] No. of apolar-apolar contacts: 15.0
[+] Percentage of apolar NIS residues: 44.24
[+] Percentage of charged NIS residues: 18.66
[++] Predicted binding affinity (kcal.mol-1):     -8.7
[++] Predicted dissociation constant (M) at 25.0˚C:  4.1e-07
",
189,NB_FP_0185.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0185.pdb,True,0,-8.7,4.4e-07,37,2.0,7.0,10.0,0.0,10.0,8.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0185_model0
[+] No. of intermolecular contacts: 37
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 10.0
[+] No. of polar-polar contacts: 0.0
[+] No. of apolar-polar contacts: 10.0
[+] No. of apolar-apolar contacts: 8.0
[+] Percentage of apolar NIS residues: 44.39
[+] Percentage of charged NIS residues: 17.71
[++] Predicted binding affinity (kcal.mol-1):     -8.7
[++] Predicted dissociation constant (M) at 25.0˚C:  4.4e-07
",
190,NB_FP_0061.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0061.pdb,True,0,-8.7,4.4e-07,37,4.0,7.0,14.0,1.0,8.0,3.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0061_model0
[+] No. of intermolecular contacts: 37
[+] No. of charged-charged contacts: 4.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 14.0
[+] No. of polar-polar contacts: 1.0
[+] No. of apolar-polar contacts: 8.0
[+] No. of apolar-apolar contacts: 3.0
[+] Percentage of apolar NIS residues: 43.32
[+] Percentage of charged NIS residues: 18.66
[++] Predicted binding affinity (kcal.mol-1):     -8.7
[++] Predicted dissociation constant (M) at 25.0˚C:  4.4e-07
",
191,NB_FP_0255.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0255.pdb,True,0,-8.7,4.4e-07,51,3.0,7.0,13.0,4.0,12.0,12.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0255_model0
[+] No. of intermolecular contacts: 51
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 13.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 12.0
[+] No. of apolar-apolar contacts: 12.0
[+] Percentage of apolar NIS residues: 43.58
[+] Percentage of charged NIS residues: 19.27
[++] Predicted binding affinity (kcal.mol-1):     -8.7
[++] Predicted dissociation constant (M) at 25.0˚C:  4.4e-07
",
192,NB_FP_0050.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0050.pdb,True,0,-8.6,5.0e-07,59,1.0,8.0,8.0,4.0,15.0,23.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0050_model0
[+] No. of intermolecular contacts: 59
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 8.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 15.0
[+] No. of apolar-apolar contacts: 23.0
[+] Percentage of apolar NIS residues: 44.55
[+] Percentage of charged NIS residues: 18.41
[++] Predicted binding affinity (kcal.mol-1):     -8.6
[++] Predicted dissociation constant (M) at 25.0˚C:  5.0e-07
",
193,NB_FP_0232.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0232.pdb,True,0,-8.6,5.3e-07,44,1.0,7.0,8.0,4.0,14.0,10.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0232_model0
[+] No. of intermolecular contacts: 44
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 8.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 14.0
[+] No. of apolar-apolar contacts: 10.0
[+] Percentage of apolar NIS residues: 43.02
[+] Percentage of charged NIS residues: 19.07
[++] Predicted binding affinity (kcal.mol-1):     -8.6
[++] Predicted dissociation constant (M) at 25.0˚C:  5.3e-07
",
194,NB_FP_0048.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0048.pdb,True,0,-8.6,4.7e-07,42,1.0,3.0,6.0,4.0,15.0,13.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0048_model0
[+] No. of intermolecular contacts: 42
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 3.0
[+] No. of charged-apolar contacts: 6.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 15.0
[+] No. of apolar-apolar contacts: 13.0
[+] Percentage of apolar NIS residues: 43.38
[+] Percentage of charged NIS residues: 18.26
[++] Predicted binding affinity (kcal.mol-1):     -8.6
[++] Predicted dissociation constant (M) at 25.0˚C:  4.7e-07
",
195,NB_FP_0066.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0066.pdb,True,0,-8.6,4.8e-07,42,0.0,1.0,6.0,4.0,16.0,15.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0066_model0
[+] No. of intermolecular contacts: 42
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 1.0
[+] No. of charged-apolar contacts: 6.0
[+] No. of polar-polar contacts: 4.0
[+] No. of apolar-polar contacts: 16.0
[+] No. of apolar-apolar contacts: 15.0
[+] Percentage of apolar NIS residues: 44.09
[+] Percentage of charged NIS residues: 18.41
[++] Predicted binding affinity (kcal.mol-1):     -8.6
[++] Predicted dissociation constant (M) at 25.0˚C:  4.8e-07
",
196,NB_FP_0252.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0252.pdb,True,0,-8.6,4.6e-07,62,3.0,8.0,9.0,8.0,17.0,17.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0252_model0
[+] No. of intermolecular contacts: 62
[+] No. of charged-charged contacts: 3.0
[+] No. of charged-polar contacts: 8.0
[+] No. of charged-apolar contacts: 9.0
[+] No. of polar-polar contacts: 8.0
[+] No. of apolar-polar contacts: 17.0
[+] No. of apolar-apolar contacts: 17.0
[+] Percentage of apolar NIS residues: 43.84
[+] Percentage of charged NIS residues: 18.72
[++] Predicted binding affinity (kcal.mol-1):     -8.6
[++] Predicted dissociation constant (M) at 25.0˚C:  4.6e-07
",
197,NB_FP_0235.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0235.pdb,True,0,-8.6,4.6e-07,51,0.0,3.0,8.0,1.0,13.0,26.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0235_model0
[+] No. of intermolecular contacts: 51
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 3.0
[+] No. of charged-apolar contacts: 8.0
[+] No. of polar-polar contacts: 1.0
[+] No. of apolar-polar contacts: 13.0
[+] No. of apolar-apolar contacts: 26.0
[+] Percentage of apolar NIS residues: 44.32
[+] Percentage of charged NIS residues: 18.64
[++] Predicted binding affinity (kcal.mol-1):     -8.6
[++] Predicted dissociation constant (M) at 25.0˚C:  4.6e-07
",
198,NB_FP_0273.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0273.pdb,True,0,-8.6,4.6e-07,48,2.0,6.0,16.0,1.0,9.0,14.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0273_model0
[+] No. of intermolecular contacts: 48
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 6.0
[+] No. of charged-apolar contacts: 16.0
[+] No. of polar-polar contacts: 1.0
[+] No. of apolar-polar contacts: 9.0
[+] No. of apolar-apolar contacts: 14.0
[+] Percentage of apolar NIS residues: 44.24
[+] Percentage of charged NIS residues: 19.35
[++] Predicted binding affinity (kcal.mol-1):     -8.6
[++] Predicted dissociation constant (M) at 25.0˚C:  4.6e-07
",
199,NB_FP_0126.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0126.pdb,True,0,-8.6,4.7e-07,39,2.0,5.0,9.0,3.0,13.0,7.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0126_model0
[+] No. of intermolecular contacts: 39
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 5.0
[+] No. of charged-apolar contacts: 9.0
[+] No. of polar-polar contacts: 3.0
[+] No. of apolar-polar contacts: 13.0
[+] No. of apolar-apolar contacts: 7.0
[+] Percentage of apolar NIS residues: 43.75
[+] Percentage of charged NIS residues: 18.75
[++] Predicted binding affinity (kcal.mol-1):     -8.6
[++] Predicted dissociation constant (M) at 25.0˚C:  4.7e-07
",
200,NB_FP_0195.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0195.pdb,True,0,-8.6,4.9e-07,43,0.0,3.0,6.0,5.0,16.0,13.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0195_model0
[+] No. of intermolecular contacts: 43
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 3.0
[+] No. of charged-apolar contacts: 6.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 16.0
[+] No. of apolar-apolar contacts: 13.0
[+] Percentage of apolar NIS residues: 43.05
[+] Percentage of charged NIS residues: 18.45
[++] Predicted binding affinity (kcal.mol-1):     -8.6
[++] Predicted dissociation constant (M) at 25.0˚C:  4.9e-07
",
201,NB_FP_0107.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0107.pdb,True,0,-8.6,4.8e-07,54,0.0,4.0,11.0,5.0,14.0,20.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0107_model0
[+] No. of intermolecular contacts: 54
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 4.0
[+] No. of charged-apolar contacts: 11.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 14.0
[+] No. of apolar-apolar contacts: 20.0
[+] Percentage of apolar NIS residues: 42.92
[+] Percentage of charged NIS residues: 18.87
[++] Predicted binding affinity (kcal.mol-1):     -8.6
[++] Predicted dissociation constant (M) at 25.0˚C:  4.8e-07
",
202,NB_FP_0025.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0025.pdb,True,0,-8.6,5.0e-07,51,1.0,7.0,5.0,6.0,17.0,15.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0025_model0
[+] No. of intermolecular contacts: 51
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 7.0
[+] No. of charged-apolar contacts: 5.0
[+] No. of polar-polar contacts: 6.0
[+] No. of apolar-polar contacts: 17.0
[+] No. of apolar-apolar contacts: 15.0
[+] Percentage of apolar NIS residues: 43.35
[+] Percentage of charged NIS residues: 18.35
[++] Predicted binding affinity (kcal.mol-1):     -8.6
[++] Predicted dissociation constant (M) at 25.0˚C:  5.0e-07
",
203,NB_FP_0284.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0284.pdb,True,0,-8.6,4.8e-07,44,2.0,6.0,11.0,2.0,12.0,11.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0284_model0
[+] No. of intermolecular contacts: 44
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 6.0
[+] No. of charged-apolar contacts: 11.0
[+] No. of polar-polar contacts: 2.0
[+] No. of apolar-polar contacts: 12.0
[+] No. of apolar-apolar contacts: 11.0
[+] Percentage of apolar NIS residues: 45.27
[+] Percentage of charged NIS residues: 18.01
[++] Predicted binding affinity (kcal.mol-1):     -8.6
[++] Predicted dissociation constant (M) at 25.0˚C:  4.8e-07
",
204,NB_FP_0293.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0293.pdb,True,0,-8.6,4.7e-07,65,2.0,3.0,6.0,8.0,19.0,27.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0293_model0
[+] No. of intermolecular contacts: 65
[+] No. of charged-charged contacts: 2.0
[+] No. of charged-polar contacts: 3.0
[+] No. of charged-apolar contacts: 6.0
[+] No. of polar-polar contacts: 8.0
[+] No. of apolar-polar contacts: 19.0
[+] No. of apolar-apolar contacts: 27.0
[+] Percentage of apolar NIS residues: 44.32
[+] Percentage of charged NIS residues: 18.56
[++] Predicted binding affinity (kcal.mol-1):     -8.6
[++] Predicted dissociation constant (M) at 25.0˚C:  4.7e-07
",
205,NB_FP_0169.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0169.pdb,True,0,-8.6,4.7e-07,46,1.0,2.0,6.0,7.0,18.0,12.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0169_model0
[+] No. of intermolecular contacts: 46
[+] No. of charged-charged contacts: 1.0
[+] No. of charged-polar contacts: 2.0
[+] No. of charged-apolar contacts: 6.0
[+] No. of polar-polar contacts: 7.0
[+] No. of apolar-polar contacts: 18.0
[+] No. of apolar-apolar contacts: 12.0
[+] Percentage of apolar NIS residues: 43.52
[+] Percentage of charged NIS residues: 18.75
[++] Predicted binding affinity (kcal.mol-1):     -8.6
[++] Predicted dissociation constant (M) at 25.0˚C:  4.7e-07
",
206,NB_FP_0292.pdb,/teams/YingChiLab_1702378116/MaishaZhang/PPIFlow-main/output/final_flowpacked_designs/nanobody/NB_FP_0292.pdb,True,0,-8.6,4.5e-07,43,0.0,5.0,3.0,5.0,18.0,12.0,"[+] Executing 1 task(s) in total
##########################################
[+] Processing structure NB_FP_0292_model0
[+] No. of intermolecular contacts: 43
[+] No. of charged-charged contacts: 0.0
[+] No. of charged-polar contacts: 5.0
[+] No. of charged-apolar contacts: 3.0
[+] No. of polar-polar contacts: 5.0
[+] No. of apolar-polar contacts: 18.0
[+] No. of apolar-apolar contacts: 12.0
[+] Percentage of apolar NIS residues: 43.75
[+] Percentage of charged NIS residues: 18.29
[++] Predicted binding affinity (kcal.mol-1):     -8.6
[++] Predicted dissociation constant (M) at 25.0˚C:  4.5e-07
",
